PMID	DOI	dateOfCreation	firstIndexDate	fullTextReceivedDate	dateOfRevision	electronicPublicationDate	firstPublicationDate	ML_Check	Affs
30568163	10.1038/s41467-018-07620-0	2018	2018	2018	2019	2018	2018	True	Haematological Cancer Genetics, Wellcome Trust Sanger Institute, Hinxton, Cambridge, CB10 1SA, UK. kt404@cam.ac.uk. /// Haematological Cancer Genetics, Wellcome Trust Sanger Institute, Hinxton, Cambridge, CB10 1SA, UK. /// Division of Cellular and Molecular Pathology, Department of Pathology, University of Cambridge, Addenbrookes Hospital, CB2 0QQ, Cambridge, UK. /// UK Dementia Research Institute, University of Cambridge, Hills Rd, Cambridge, CB2 0AH, UK. /// School of Pharmacy and Biomedical Science, University of Portsmouth, White Swan Road, Portsmouth, PO1 2DT, UK. /// Cancer Molecular Diagnosis Laboratory, National Institute for Health Research, Biomedical Research Centre, University of Cambridge, Cambridge, UK. /// Wellcome Trust-MRC Cambridge Stem Cell Institute, University of Cambridge, Cambridge, CB2 0XY, UK. /// H3 Biomedicine Inc., Cambridge, MA, USA. /// Gurdon Institute and Department of Pathology, Tennis Court Road, Cambridge, CB2 1QN, UK. /// Cancer Research UK Cambridge Institute, University of Cambridge, Robinson Way, Cambridge, CB2 0RE, UK. /// Exonate Ltd, Milton Science Park, Cambridge, UK. /// Department of Haematology, University of Cambridge, Cambridge, CB2 0PT, UK. /// Wellcome Trust Sanger Institute, Genome Campus, Hinxton, Cambridge, CB10 1SA, UK. /// Stem Cell Genetics, Wellcome Trust Sanger Institute, Hinxton, Cambridge, CB10 1SA, UK. ky1@sanger.ac.uk. /// Gurdon Institute and Department of Pathology, Tennis Court Road, Cambridge, CB2 1QN, UK. t.kouzarides@gurdon.cam.ac.uk. /// Haematological Cancer Genetics, Wellcome Trust Sanger Institute, Hinxton, Cambridge, CB10 1SA, UK. gsv20@sanger.ac.uk.
30559361	10.1038/s41467-018-07771-0	2018	2018	2018	2019	2018	2018	True	Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SA, UK. /// Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SA, UK. st9@sanger.ac.uk.
30556814	10.1038/nbt.4306	2018	2018	2019	2019	2018	2018	True	Institute of Integrative Biology, University of Liverpool, Liverpool, UK. /// Theoretical Biology and Bioinformatics, Utrecht University, Utrecht, the Netherlands. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, UK. /// DDBJ Center, National Institute of Genetics, Mishima, Shizuoka, Japan. /// Institute for Chemical Research, Kyoto University, Uji, Japan. /// School of Biosciences, University of Exeter, Exeter, UK. /// University of Delaware, Delaware Biotechnology Institute, Newark, Delaware, USA. /// Microbial Physiology Group, Max Planck Institute for Marine Microbiology, Bremen, Germany. /// J Craig Venter Institute, La Jolla, California, USA.
30275110	10.1182/blood-2018-02-831982	2018	2018	2019	2019	2018	2018	True	Department of Haematology, University of Cambridge and NHS Blood and Transplant, Cambridge, United Kingdom. /// Wellcome Sanger Institute, Hinxton, Cambridge, United Kingdom. /// EMBL-European Bioinformatics Institute, Cambridge, United Kingdom. /// Institute for Cardiovascular Prevention (IPEK), Ludwig Maximilians University, Munich, Germany.
30543619	10.1371/journal.pcbi.1006542	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge, United Kingdom.
30526691	10.1186/s13395-018-0183-9	2018	2018	2018	2019	2018	2018	True	Laboratory of Cell Signalling, The Babraham Institute, Cambridge, UK. hbye@ebi.ac.uk. /// Laboratory of Cell Signalling, The Babraham Institute, Cambridge, UK. /// Laboratory of Lymphocyte Signalling and Development, The Babraham Institute, Cambridge, UK. martin.turner@babraham.ac.uk.
30535405	10.1093/gigascience/giy149	2018	2018	2019	2019		2019	True	School of Biosciences, University of Birmingham, Edgbaston, Birmingham, B15 2TT, United Kingdom. /// Institute of Cancer and Genomic Sciences, University of Birmingham, Edgbaston, Birmingham, B15 2TT, United Kingdom. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, United Kingdom. /// Department of Epidemiology and Biostatistics, School of Public Health, Imperial College London, St. Mary's Campus, Norfolk Place, W2 1PG, London, United Kingdom. /// Institute of Metabolism and Systems Research (IMSR), University of Birmingham, Edgbaston, Birmingham, B15 2TT, United Kingdom.
30517022	10.1089/cmb.2018.0171	2018	2018		2019	2018	2018	True	1 European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Cambridge, United Kingdom.
30507953	10.1371/journal.pone.0207952	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory-European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SD, United Kingdom.
30356220	10.1038/s41586-018-0657-2	2018	2018	2019	2019	2018	2018	True	Wellcome Sanger Institute, Cambridge, UK. tzachi@ebi.ac.uk. /// Wellcome Sanger Institute, Cambridge, UK. /// EMBL- European Bioinformatics Institute, Cambridge, UK. /// Institute of Cellular Medicine, Newcastle University, Newcastle upon Tyne, UK. /// Wellcome Sanger Institute, Cambridge, UK. st9@sanger.ac.uk.
30341161	10.1101/gr.236273.118	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton CB10 1SD, United Kingdom. /// Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton CB10 1SA, United Kingdom.
30500878	10.1093/bioinformatics/bty974	2018	2018	2019	2019		2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.
30275530	10.1038/s41588-018-0223-8	2018	2018	2019	2020	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK. /// Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, UK. /// The Jackson Laboratory, Bar Harbor, ME, USA. /// Department of Genetics, University of Cambridge, Cambridge, UK. /// Brain Research Institute, University of California, Los Angeles, CA, USA. /// Yale Computational Biology and Bioinformatics, Yale University, New Haven, CT, USA. /// OxFORD Asset Management, OxAM House, Oxford, UK. /// Genetics Institute, University College London, London, UK. /// Cancer Research UK Cambridge Institute, University of Cambridge, Robinson Way, Cambridge, UK. /// European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK. tk2@ebi.ac.uk.
30501127	10.3390/genes9120593	2018	2018	2019	2019	2018	2018	True	UCL Institute of Cardiovascular Science, University College London, Rayne Building, 5 University Street, London WC1E 6JF, UK. barbara.kramarz@ucl.ac.uk. /// European Bioinformatics Institute (EMBL-EBI), European Molecular Biology Laboratory, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK. paola@ebi.ac.uk. /// European Bioinformatics Institute (EMBL-EBI), European Molecular Biology Laboratory, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK. bmeldal@ebi.ac.uk. /// UCL Institute of Cardiovascular Science, University College London, Rayne Building, 5 University Street, London WC1E 6JF, UK. r.huntley@ucl.ac.uk. /// European Bioinformatics Institute (EMBL-EBI), European Molecular Biology Laboratory, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK. martin@ebi.ac.uk. /// European Bioinformatics Institute (EMBL-EBI), European Molecular Biology Laboratory, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK. orchard@ebi.ac.uk. /// European Bioinformatics Institute (EMBL-EBI), European Molecular Biology Laboratory, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK. parkinson@ebi.ac.uk. /// UCL Queen Square Institute of Neurology and Reta Lila Weston Institute of Neurological Studies, 1 Wakefield Street, London WC1N 1PJ, UK. rina.bandopadhyay@ucl.ac.uk. /// UCL Institute of Cardiovascular Science, University College London, Rayne Building, 5 University Street, London WC1E 6JF, UK. r.lovering@ucl.ac.uk.
30414923	10.1016/j.cels.2018.09.003	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory (EMBL), Genome Biology Unit, Meyerhofstrasse 1, Heidelberg 69117, Germany; European Molecular Biology Laboratory (EMBL), European Bioinformatics Institute, Wellcome Trust Genome Campus, Cambridge CB10 1SD, UK; Wellcome Trust - Medical Research Council Stem Cell Institute, University of Cambridge, Tennis Court Road, Cambridge CB2 1QR, UK. Electronic address: bertone@stemcells.cam.ac.uk.
30478315	10.1038/s41467-018-07453-x	2018	2018	2018	2019	2018	2018	True	Metabolic Research Laboratories, Institute of Metabolic Science, Addenbrooke's Hospital, University of Cambridge, Cambridge, CB2 0QQ, UK. vp332@medschl.cam.ac.uk. /// Metabolic Research Laboratories, Institute of Metabolic Science, Addenbrooke's Hospital, University of Cambridge, Cambridge, CB2 0QQ, UK. /// School of Biosciences, Cardiff University, Museum Avenue, Cardiff, CF10 3AT, UK. /// Department of Psychology, University of Cambridge, Downing Street, Cambridge, CB2 3EB, UK. /// European Molecular Biology Laboratory (EMBL), European Bioinformatics Institute (EBI), Cambridge, CB10 1SD, UK. /// Metabolic Research Laboratories, Institute of Metabolic Science, Addenbrooke's Hospital, University of Cambridge, Cambridge, CB2 0QQ, UK. ajv22@medschl.cam.ac.uk.
30475984	10.1093/bioinformatics/bty960	2018	2018	2019	2020		2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.
30457569	10.1038/sdata.2018.258	2018	2018	2018	2019	2018	2018	True	The NIH BD2K Center of Excellence in Biomedical Computing, University of California at Los Angeles, Los Angeles, CA 90095, USA.
30515189	10.3389/fgene.2018.00527	2018	2018	2018	2018	2018	2018	False	
30451828	10.1038/s41467-018-07307-6	2018	2018	2018	2019	2018	2018	True	Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge, CB10 1SA, UK.
30393032	10.1016/j.cub.2018.09.026	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Hinxton CB10 1SD, UK.
30439935	10.1371/journal.pcbi.1006419	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridgeshire, United Kingdom.
30393824	10.1007/s12079-018-0491-1	2018	2018	2018	2020	2018	2018	True	HUGO Gene Nomenclature Committee, EMBL-EBI, Hinxton, CB10 1SD, UK.
30311379	10.1002/humu.23625	2018	2018	2019	2019		2018	True	Broad Institute of MIT and Harvard, Cambridge, Massachusetts. /// Renaissance Computing Institute, University of North Carolina, Chapel Hill, North Carolina. /// Oregon Clinical & Translational Research Institute, Oregon Health & Science University, Portland, Oregon. /// European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, United Kingdom.
29425702	10.1016/j.ejmg.2018.01.013	2018	2018		2019	2018	2018	True	European Bioinformatics Institute, European Molecular Biology Laboratory, Wellcome Genome Campus, Hinxton, Cambridge, United Kingdom.
30293088	10.1038/s41568-018-0060-1	2018	2018	2019	2019		2018	True	Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK. zbyslaw.sondka@sanger.ac.uk. /// Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK. /// Open Targets, Wellcome Genome Campus, Hinxton, Cambridge, UK.
29959820	10.1111/acel.12819	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK. /// Department of Genetics, Evolution and Environment, Institute of Healthy Aging, University College London, London, UK.
30377375	10.1038/s41592-018-0195-8	2018	2018	2019	2019		2018	True	Division of Computational Biology, School of Life Sciences, University of Dundee, Dundee, UK. jrswedlow@dundee.ac.uk. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Cambridge, UK. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Cambridge, UK. brazma@ebi.ac.uk. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Cambridge, UK. birney@ebi.ac.uk.
30373643	10.1186/s13059-018-1549-3	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, UK. emily@ebi.ac.uk. /// Max F. Perutz Laboratories, University of Vienna, Vienna, Austria. kristin.tessmar@mfpl.ac.at. /// Max F. Perutz Laboratories, University of Vienna, Vienna, Austria. florian.raible@mfpl.ac.at.
30372442	10.1371/journal.pcbi.1006538	2018	2018	2018	2019	2018	2018	False	
30374075	10.1038/s41588-018-0258-x	2018	2018	2019	2019		2018	True	The Francis Crick Institute, London, UK. /// Wellcome Trust Sanger Institute, Cambridge, UK. /// European Molecular Biology Laboratory, European Bioinformatics Institute, Cambridge, UK. /// Cancer Research UK Cambridge Institute, University of Cambridge, Cambridge, UK. /// Donnelly Centre, University of Toronto and Vector Institute, Toronto, Ontario, Canada. /// Big Data Institute, University of Oxford, Oxford, UK. /// The Francis Crick Institute, London, UK. peter.vanloo@crick.ac.uk.
30072490	10.1042/EBC20180019	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Cambridge CB10 1SD, U.K. invergo@ebi.ac.uk. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Cambridge CB10 1SD, U.K.
30355343	10.1186/s13073-018-0589-3	2018	2018	2018	2019	2018	2018	True	Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SA, UK. /// MRC Laboratory of Molecular Biology, Cambridge Biomedical Campus, Francis Crick Avenue, Cambridge, CB2 0QH, UK. /// Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SA, UK. bm11@sanger.ac.uk. /// Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SA, UK. st9@sanger.ac.uk.
30351302	10.1038/sdata.2018.230	2018	2018	2018	2019	2018	2018	True	European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, United Kingdom.
30416719	10.12688/f1000research.16460.1	2018	2018	2018	2019	2018	2018	True	eLife Sciences Publications, Ltd, Cambridge, UK. /// European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, Cambridge, UK. /// BMJ, London, UK. /// SpringerNature, London, UK. /// F1000, London, UK. /// The Royal Society, London, UK. /// Crossref, Oxford, UK. /// PLOS, Cambridge, UK. /// PeerJ, London, UK.
30145218	10.1016/j.ab.2018.08.013	2018	2018		2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, United Kingdom.
29762650	10.1093/bioinformatics/bty394	2018	2018	2018	2019		2018	True	EMBL-EBI, Wellcome Genome Campus, Cambridge, UK.
30304655	10.1056/NEJMoa1716614	2018	2018	2020	2020		2018	True	From the Wellcome-MRC Cambridge Stem Cell Institute and Cambridge Institute for Medical Research (J.G., C.E.M., F.L.N., A.R.G., P.J.C.), the Department of Haematology, University of Cambridge (J.G., E.J.B., C.M., J.C., C.E.M., F.L.N., A.R.G.), and the Department of Haematology, Cambridge University Hospitals NHS Foundation Trust (J.G., E.J.B., A.L.G., C.M., J.C., A.R.G.), Cambridge, Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus (J.N., D.C.W., N.A., E.P., G.G., L.O., S.O., J.W.T., A.P.B., N.W., P.J.C.), and the European Molecular Biology Laboratory, European Bioinformatics Institute (R.C., M.G.), Hinxton, Big Data Institute, University of Oxford, Oxford (D.C.W.), the Department of Haematology, Queen's University Belfast, Belfast (M.F.M.), and the Department of Haematology, Guy's and St. Thomas' NHS Foundation Trust, London (C.N.H.) - all in the United Kingdom; the Center for Molecular Oncology and the Department of Epidemiology and Biostatistics, Memorial Sloan Kettering Cancer Center, New York (E.P., G.G.); the Department of Hematology, Zealand University Hospital, Roskilde, and the University of Copenhagen, Copenhagen (C.L.A., H.C.H.); and the Department of Experimental and Clinical Medicine, Center of Research and Innovation of Myeloproliferative Neoplasms, Azienda Ospedaliera Universitaria Careggi, University of Florence, Florence, Italy (P.G., A.M.V.).
30297836	10.1038/s41467-018-06542-1	2018	2018	2018	2019	2018	2018	True	Eagle Genomics Ltd., Biodata Innovation Centre, Wellcome Genome Campus, Hinxton, Cambridge, CB10 3DR, UK. /// European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, UK. /// MedImmune Ltd., Granta Park, Cambridge, CB21 4QR, UK. /// MedImmune Ltd., Granta Park, Cambridge, CB21 4QR, UK. HuntingtonC@medimmune.com.
30287931	10.1038/s41592-018-0169-x	2018	2018		2019		2018	True	Pharmacology Department, University of Cambridge, Cambridge, UK. /// European Molecular Biology Laboratory, European Bioinformatics Institute, Hinxton, UK.
30279470	10.1038/s41436-018-0327-7	2018	2018		2019		2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK. /// Stichting Epilepsie Instellingen Nederland, SEIN, Zwolle, The Netherlands. /// Clinical Genomics & Predictive Medicine, Providence Medical Group, Dayton, WA, USA. /// Neurogenetics Group, Center of Molecular Neurology, VIB, Antwerp, Belgium.
30285606	10.1186/s12859-018-2392-y	2018	2018	2018	2018	2018	2018	True	Open Targets, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, UK.
30275516	10.1038/s41594-018-0131-8	2018	2018	2019	2019	2018	2018	True	Cancer Research UK Cambridge Institute, Li Ka Shing Centre, Cambridge, UK. /// Department of Chemistry, University of Cambridge, Cambridge, UK. /// Cancer Research UK Cambridge Institute, Li Ka Shing Centre, Cambridge, UK. sb10031@cam.ac.uk.
30104661	10.1038/s41594-018-0106-9	2018	2018		2019	2018	2018	True	Gurdon Institute, University of Cambridge, Cambridge, UK. /// EMBL, European Bioinformatics Institute (EBI), Hinxton, UK. /// Gurdon Institute, University of Cambridge, Cambridge, UK. eam29@cam.ac.uk.
30256779	10.1371/journal.pbio.3000034	2018	2018	2018	2019	2018	2018	True	Open Targets and European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, United Kingdom.
30172840	10.1016/j.cels.2018.06.011	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK; Cancer Research UK Cambridge Institute, University of Cambridge, Li Ka Shing Centre, Cambridge CB2 0RE, UK. /// Cancer Research UK Cambridge Institute, University of Cambridge, Li Ka Shing Centre, Cambridge CB2 0RE, UK; Cambridge Institute for Medical Research, University of Cambridge, Cambridge Biomedical Campus, Hills Road, Cambridge CB2 0XY, UK. /// MRC Biostatistics Unit, University of Cambridge, Cambridge Institute of Public Health, Forvie Site, Robinson Way, Cambridge Biomedical Campus, Cambridge CB2 0SR, UK. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK; Cancer Research UK Cambridge Institute, University of Cambridge, Li Ka Shing Centre, Cambridge CB2 0RE, UK. Electronic address: marioni@ebi.ac.uk. /// The Alan Turing Institute, British Library, 96 Euston Road, London NW1 2DB, UK; Department of Statistical Science, University College London, 1-19 Torrington Place, London WC1E 7HB, UK; MRC Human Genetics Unit, MRC Institute of Genetics and Molecular Medicine, University of Edinburgh, Western General Hospital, Crewe Road, Edinburgh EH4 2XY, UK. Electronic address: catalina.vallejos@igmm.ed.ac.uk.
30241466	10.1186/s12859-018-2368-y	2018	2018	2018	2018	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Hinxton, Cambridge, CB10 1SD, UK. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Hinxton, Cambridge, CB10 1SD, UK. tdogan@ebi.ac.uk.
30206421	10.1038/s41436-018-0268-1	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK. /// Stichting Epilepsie Instellingen Nederland, SEIN, Zwolle, The Netherlands. /// Clinical Genomics & Predictive Medicine, Providence Medical Group, Dayton, WA, USA. /// Neurogenetics Group, Center of Molecular Neurology, VIB, Antwerp, Belgium.
30202034	10.1038/s41598-018-31659-0	2018	2018	2018	2019	2018	2018	True	Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, CB10 1SA, UK. /// European Molecular Biology Laboratory, European Bioinformatics Institute, EMBL-EBI, Wellcome Trust Genome Campus, Hinxton, CB10 1SD, UK. /// Department of Neurosurgery, Department of Clinical Neuroscience, Cambridge University Hospitals NHS Foundation Trust, Cambridge, CB2 0QQ, UK. /// Department of Neurosurgery, Institute of Cancer and Genomic Sciences, University of Birmingham, Birmingham, UK. /// Department of Pathology, Cambridge University Hospital, CB2 0QQ, Cambridge, UK. /// Department of Neurosurgery, The Walton Centre, Liverpool, L9 7LJ, UK. /// Institute of Translational and Stratified Medicine, Plymouth University Peninsula Schools of Medicine and Dentistry, Plymouth University, Plymouth, Devon, PL4 8AA, UK. /// Department of Neurosurgery, Department of Clinical Neuroscience, Cambridge University Hospitals NHS Foundation Trust, Cambridge, CB2 0QQ, UK. ts381@cam.ac.uk. /// Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, CB10 1SA, UK. um1@sanger.ac.uk.
30202058	10.1038/s41592-018-0121-0	2018	2018	2019	2019	2018	2018	True	Wellcome Trust/Cancer Research UK Gurdon Institute, University of Cambridge, Cambridge, UK. omer.ziv@gurdon.cam.ac.uk. /// MRC Human Genetics Unit, Institute of Genetics and Molecular Medicine, University of Edinburgh, Edinburgh, Scotland, UK. /// Cancer Research UK Cambridge Institute, University of Cambridge, Cambridge, UK. /// Department of Pathology, University of Cambridge, Cambridge, UK. /// MRC Human Genetics Unit, Institute of Genetics and Molecular Medicine, University of Edinburgh, Edinburgh, Scotland, UK. gkudla@gmail.com. /// Wellcome Trust/Cancer Research UK Gurdon Institute, University of Cambridge, Cambridge, UK. eric.miska@gurdon.cam.ac.uk.
30086769	10.1186/s13059-018-1484-3	2018	2018	2018	2018	2018	2018	True	Cancer Research UK Cambridge Institute, University of Cambridge, Li Ka Shing Centre, Robinson Way, Cambridge, CB2 0RE, UK. /// European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Cambridge, CB10 1SD, UK. /// Cancer Research UK Cambridge Institute, University of Cambridge, Li Ka Shing Centre, Robinson Way, Cambridge, CB2 0RE, UK. christine.feig@cruk.cam.ac.uk. /// Cancer Research UK Cambridge Institute, University of Cambridge, Li Ka Shing Centre, Robinson Way, Cambridge, CB2 0RE, UK. marioni@ebi.ac.uk. /// Cancer Research UK Cambridge Institute, University of Cambridge, Li Ka Shing Centre, Robinson Way, Cambridge, CB2 0RE, UK. duncan.odom@cruk.cam.ac.uk.
