PMID	EMBL	Member states	Worldwide	Partnership
28190770	True	False	True	False
28190782	True	False	True	False
28215669	True	True	True	False
28207819	True	True	False	False
28228602	True	True	False	False
28193673	True	True	False	False
28191888	True	False	True	False
28189581	True	False	True	False
28179366	True	True	True	False
28245213	True	False	False	False
28151932	True	True	False	False
28159896	True	False	False	False
28179367	True	True	True	False
28053047	True	True	True	False
28126036	True	True	True	False
28121987	True	True	True	False
28620454	True	True	False	False
28118949	True	True	False	False
27935158	True	True	False	False
27936760	True	True	True	False
28072816	True	True	False	False
28112740	True	True	True	False
29403478	True	True	True	False
28063254	True	True	False	False
29375494	True	False	True	False
28849566	True	False	True	False
28365736	True	True	False	False
28456986	True	False	False	False
28117806	True	False	True	False
28451973	True	False	False	False
28623594	True	False	False	False
28573592	True	False	True	False
28150232	True	False	False	False
28092796	True	False	False	False
28087841	True	True	False	False
27987162	True	False	False	False
27812931	True	False	False	False
