PMID	DOI	dateOfCreation	firstIndexDate	fullTextReceivedDate	dateOfRevision	electronicPublicationDate	firstPublicationDate	ML_Check	Affs
28875543	10.1002/pro.3289	2017	2017	2017	2018	2017	2017	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, Cambridge, CB10 1SD, United Kingdom. /// Laboratory of Bioinformatics and Systems Biology, Centre of New Technologies, University of Warsaw, 02-089, Warsaw, Poland.
28342242	10.1002/prot.25289	2017	2017		2018	2017	2017	False	
29098713	10.1002/prot.25416	2017	2017		2019	2017	2017	True	Protein Function Development Team, European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Hinxton, Cambridge, CB10 1SD, United Kingdom.
29127686	10.1002/prot.25419	2017	2017		2019	2017	2017	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge, UK.
28063254	10.1002/psp4.12155	2017	2017	2017	2018	2017	2017	True	European Bioinformatics Institute (EMBL-EBI), European Molecular Biology Laboratory, Wellcome Trust Genome Campus, Hinxton, Cambridge, UK. /// Babraham Institute, Babraham Research Campus, Cambridge, UK.
28575551	10.1002/psp4.12213	2017	2017	2017	2018	2017	2017	True	Scientific Computing Group, Cyprotex Discovery Ltd, Cheshire, United Kingdom. /// EMBL-EBI, Wellcome Genome Campus, Hinxton, United Kingdom.
28643440	10.1002/psp4.12222	2017	2017	2017	2018	2017	2017	True	Pfizer, Sandwich, UK. /// Eight Pillars Ltd, Edinburgh, UK. /// Mango Solutions, Chippenham, UK. /// Leiden University, Netherlands. /// Scientific Computing Group, Cyprotex Discovery Limited, Macclesfield, Crewe, UK. /// EMBL-European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton, Cambridgeshire, UK.
28681552	10.1002/psp4.12225	2017	2017	2017	2018	2017	2017	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton, UK.
29067781	10.1002/sctm.17-0144	2017	2017	2019	2019	2017	2017	True	Shanghai Institute of Medical Genetics, Shanghai Jiao Tong University, Shanghai, China. /// Catholic University, Seoul, Korea. /// European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK. /// Jackson Laboratories, Bar Harbor, ME, USA. /// UK Stem Cell Bank, Division of Advanced Therapies, NIBSC, South Mimms, UK. /// Stem Cell Group, Bioprocessing Technology Institute, A*STAR, Singapore. /// WiCell Research Institute, Madison, WI, USA. /// Keio University/SKIP, Yokahama, Japan.
28150232	10.1007/978-1-4939-6783-4_2	2017	2017	2018	2018		2017	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, Cambridge, CB10 1SD, UK. spundir@ebi.ac.uk. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, Cambridge, CB10 1SD, UK.
28456986	10.1007/978-1-4939-6934-0_14	2017	2017		2018		2017	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, UK. ndr@ebi.ac.uk.
28573592	10.1007/978-1-4939-7000-1_26	2017	2017	2018	2018		2017	True	Protein Data Bank in Europe, European Molecular Biology Laboratory-European Bioinformatics Institute, Wellcome Genome Campus, Cambridge, CB10 1SD, UK. /// Protein Data Bank Japan, Institute for Protein Research, Osaka University, Suita, Osaka, 565-0871, Japan.
28451973	10.1007/978-1-4939-7015-5_7	2017	2017		2018		2017	True	European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, UK. roman@ebi.ac.uk.
28849566	10.1007/978-1-4939-7027-8_12	2017	2017		2018		2017	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Cambridge, CB10 1SD, UK. rsaidi@ebi.ac.uk.
28623594	10.1007/978-1-4939-7125-1_20	2017	2017		2018		2017	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Hinxton, UK. dseaton@ebi.ac.uk.
28852801	10.1007/s00204-017-2041-7	2017	2017	2018	2019	2017	2017	True	Institute of Applied Microbiology, RWTH, Aachen, Germany. lars.kuepfer@rwth-aachen.de. /// Institute of Applied Microbiology, RWTH, Aachen, Germany. /// European Molecular Biology Laboratory, Cambridge, UK. /// Optibrium Ltd, Cambridge, UK.
28479611	10.1007/s00227-017-3132-y	2017	2017	2017	2019	2017	2017	True	EMBL-European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton, Cambridgeshire CB10 1SD UK.
28980073	10.1007/s00894-017-3475-9	2017	2017		2018	2017	2017	True	Universal Protein Resource (UniProt), EMBL-EBI, European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge, CB10 1SD, UK.
NA	10.1007/s11306-017-1195-x							NA	NA
28890673	10.1007/s11306-017-1242-7	2017	2017	2017	2018	2017	2017	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, Cambridge, CB10 1SD UK.
28552196	10.1016/j.ajhg.2017.04.014	2017	2017	2017	2019	2017	2017	True	The Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Hinxton CB10 1SA, UK. /// MRC Integrative Epidemiology Unit, School of Social and Community Medicine, University of Bristol, Bristol BS8 2BN, UK. /// The Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Hinxton CB10 1SA, UK; Usher Institute of Population Health Sciences & Informatics, University of Edinburgh, Edinburgh EH16 4UX, UK; MRC Institute of Genetics and Molecular Medicine, University of Edinburgh, Edinburgh EH16 4UX, UK. /// The Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Hinxton CB10 1SA, UK; European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton CB10 1SD, UK. /// Boston VA Research Institute, Boston, MA 02130, USA. /// MRC Integrative Epidemiology Unit, School of Social and Community Medicine, University of Bristol, Bristol BS8 2BN, UK; BHF Centre for Cardiovascular Science, Queen's Medical Research Institute, University of Edinburgh, Edinburgh EH16 4TJ, UK. /// William Harvey Research Institute, Barts and the London School of Medicine and Dentistry, Queen Mary University of London, London EC1M 6BQ, UK. /// The Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Hinxton CB10 1SA, UK; Wellcome Trust Centre for Human Genetics, University of Oxford, Oxford OX3 7BN, UK; Oxford Centre for Diabetes, Endocrinology and Metabolism, University of Oxford, Churchill Hospital, Oxford OX3 7LJ, UK. /// The Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Hinxton CB10 1SA, UK; Wellcome Trust Centre for Human Genetics, University of Oxford, Oxford OX3 7BN, UK. /// MRC Integrative Epidemiology Unit, School of Social and Community Medicine, University of Bristol, Bristol BS8 2BN, UK; Max Planck Institute for Psycholinguistics, Nijmegen 6500, the Netherlands. /// Genetic Epidemiology Group, Department of Health Sciences, University of Leicester, Leicester LE1 7RH, UK. /// Cardiovascular Epidemiology Unit, Department of Public Health & Primary Care, University of Cambridge, Cambridge CB1 8RN, UK. /// MRC Epidemiology Unit, University of Cambridge School of Clinical Medicine, Cambridge CB2 0QQ, UK. /// Institute of Cardiovascular Science, Faculty of Population Health, University College London, London WC1E 6BT, UK. /// The Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Hinxton CB10 1SA, UK; Mathematical and Statistical Sciences, University of Colorado Denver, Denver, CO 80204, USA. /// Department of Twin Research and Genetic Epidemiology, King's College London, London SE1 7EH, UK; Institute of Health Informatics, University College London, London NW1 2DA, UK. /// Cardiovascular Epidemiology Unit, Department of Public Health & Primary Care, University of Cambridge, Cambridge CB1 8RN, UK; The National Institute for Health Research Blood and Transplant Unit (NIHR BTRU) in Donor Health and Genomics at the University of Cambridge, Cambridge CB1 8RN, UK. /// Wellcome Trust Centre for Human Genetics, University of Oxford, Oxford OX3 7BN, UK; Li Ka Shing Centre for Health Information and Discovery, The Big Data Institute, University of Oxford, Oxford OX3 7BN, UK. /// Wellcome Trust Centre for Human Genetics, University of Oxford, Oxford OX3 7BN, UK; Oxford Centre for Diabetes, Endocrinology and Metabolism, University of Oxford, Churchill Hospital, Oxford OX3 7LJ, UK; Oxford NIHR Biomedical Research Centre, Churchill Hospital, Oxford OX3 7LJ, UK. /// Wellcome Trust Centre for Human Genetics, University of Oxford, Oxford OX3 7BN, UK; Department of Biostatistics, University of Liverpool, Liverpool L69 3GL, UK; Estonian Genome Center, University of Tartu, Tartu, Tartumaa 51010, Estonia. /// Genetic Epidemiology Group, Department of Health Sciences, University of Leicester, Leicester LE1 7RH, UK; National Institute for Health Research (NIHR) Leicester Respiratory Biomedical Research Unit, Glenfield Hospital, Leicester LE3 9QP, UK. /// D2K Research Group, School of Social and Community Medicine, University of Bristol, Bristol BS8 2BN, UK. /// Department of Epidemiology and Biostatistics, School of Public Health, Imperial College London, London W2 1PG, UK; Department of Cardiology, Ealing Hospital NHS Trust, Middlesex UB1 3EU, UK; Imperial College Healthcare NHS Trust, London W2 1NY, UK. /// Department of Cardiology, Ealing Hospital NHS Trust, Middlesex UB1 3EU, UK; Imperial College Healthcare NHS Trust, London W2 1NY, UK; National Heart and Lung Institute, Imperial College London, Hammersmith Hospital Campus, London W12 0NN, UK. /// European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton CB10 1SD, UK. /// The Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Hinxton CB10 1SA, UK; University of Cambridge Metabolic Research Laboratories, and NIHR Cambridge Biomedical Research Centre, Wellcome Trust-MRC Institute of Metabolic Science, Addenbrooke's Hospital, Cambridge CB2 0QQ, UK. /// Department of Twin Research and Genetic Epidemiology, King's College London, London SE1 7EH, UK; MRC Epidemiology Unit, University of Cambridge School of Clinical Medicine, Cambridge CB2 0QQ, UK. /// The Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Hinxton CB10 1SA, UK; The National Institute for Health Research Blood and Transplant Unit (NIHR BTRU) in Donor Health and Genomics at the University of Cambridge, Cambridge CB1 8RN, UK; Department of Haematology, University of Cambridge, Cambridge CB2 0AH, UK. /// The Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Hinxton CB10 1SA, UK. Electronic address: eleftheria@sanger.ac.uk.
28092796	10.1016/j.cbpa.2016.12.024	2017	2017	2017	2018	2017	2017	True	European Bioinformatics Institute (EMBL-EBI), European Molecular Biology Laboratory, Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SD, UK. /// European Bioinformatics Institute (EMBL-EBI), European Molecular Biology Laboratory, Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SD, UK. Electronic address: steinbeck@ebi.ac.uk.
28810143	10.1016/j.ccell.2017.07.005	2017	2017	2017	2018		2017	True	Wellcome Trust Sanger Institute, Hinxton CB10 1SA, UK; Department of Clinical Oncology, Guys and St Thomas' NHS Trust, London SE1 9RT, UK. /// Wellcome Trust Sanger Institute, Hinxton CB10 1SA, UK; Big Data Institute, University of Oxford, Oxford OX3 7BN, UK. /// Cancer Research UK Cambridge Institute, University of Cambridge, Li Ka Shing Centre, Robinson Way, Cambridge CB2 0RE, UK. /// Wellcome Trust Sanger Institute, Hinxton CB10 1SA, UK; European Bioinformatics Institute EMBL-EBI, Wellcome Genome Campus, Hinxton CB10 1SD, UK. /// Wellcome Trust Sanger Institute, Hinxton CB10 1SA, UK. /// The Francis Crick Institute, 1 Midland Road, London NW1 1AT, UK; Department of Human Genetics, University of Leuven, 3000 Leuven, Belgium. /// Wellcome Trust Sanger Institute, Hinxton CB10 1SA, UK; Computational Oncology, Epidemiology and Biostatistics Memorial Sloan Kettering Cancer Institute, New York, NY 10065 USA. /// Division of Cancer Studies, Faculty of Life Sciences and Medicine, King's College London, London SE1 9RT, UK; Breast Cancer Now Research Unit, King's College London, London SE1 9RT, UK; The Breast Cancer Now Toby Robins Research Centre, The Institute of Cancer Research, London SW3 6JB, UK. /// Wellcome Trust Sanger Institute, Hinxton CB10 1SA, UK. Electronic address: pc8@sanger.ac.uk.
28479188	10.1016/j.cell.2017.04.018	2017	2017		2018	2017	2017	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EBI), Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK. /// Institute for Molecular Medicine, Stem Cells and Aging, Ulm University, 89081 Ulm, Germany.
28841418	10.1016/j.cell.2017.07.025	2017	2017	2017	2019		2017	True	Cancer Research UK Cambridge Institute, University of Cambridge, Li Ka Shing Centre, Robinson Way, Cambridge CB2 0RE, UK. /// Cancer Research UK Cambridge Institute, University of Cambridge, Li Ka Shing Centre, Robinson Way, Cambridge CB2 0RE, UK; European Molecular Biology Laboratory (EMBL), European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK. /// Cancer Research UK Cambridge Institute, University of Cambridge, Li Ka Shing Centre, Robinson Way, Cambridge CB2 0RE, UK. Electronic address: martin.miller@cruk.cam.ac.uk.
29056346	10.1016/j.cell.2017.09.042	2017	2017	2017	2018	2017	2017	True	Wellcome Trust Sanger Institute, Hinxton CB10 1SA, Cambridgeshire, UK. Electronic address: im3@sanger.ac.uk. /// Wellcome Trust Sanger Institute, Hinxton CB10 1SA, Cambridgeshire, UK. /// European Molecular Biology Laboratory, European Bioinformatics Institute EMBL-EBI, Hinxton CB10 1SD, UK. /// The Francis Crick Institute, London NW1 1AT, UK. /// The Francis Crick Institute, London NW1 1AT, UK; Department of Human Genetics, University of Leuven, Leuven 3000, Belgium. /// Wellcome Trust Sanger Institute, Hinxton CB10 1SA, Cambridgeshire, UK; Department of Haematology, University of Cambridge, Cambridge CB2 2XY, UK. Electronic address: pc8@sanger.ac.uk.
28768204	10.1016/j.celrep.2017.07.009	2017	2017	2017	2018		2017	True	Epigenetics Programme, Babraham Institute, Cambridge CB22 3AT, UK. /// EMBL-European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Cambridge CB10 1SD, UK; Wellcome Trust Sanger Institute, Single-Cell Genomics Centre, Cambridge CB10 1SA, UK. /// Wellcome Trust Sanger Institute, Single-Cell Genomics Centre, Cambridge CB10 1SA, UK. /// Wellcome Trust-Medical Research Council Stem Cell Institute, University of Cambridge, Tennis Court Road, Cambridge CB2 1QR, UK; Department of Physiology, Development and Neuroscience, University of Cambridge, Tennis Court Road, Cambridge CB2 3EG, UK. /// Wellcome Trust Sanger Institute, Single-Cell Genomics Centre, Cambridge CB10 1SA, UK; Department of Human Genetics, Human Genome Laboratory, KU Leuven, 3000 Leuven, Belgium. /// Wellcome Trust-Medical Research Council Stem Cell Institute, University of Cambridge, Tennis Court Road, Cambridge CB2 1QR, UK; Department of Physiology, Development and Neuroscience, University of Cambridge, Tennis Court Road, Cambridge CB2 3EG, UK. Electronic address: jn270@cam.ac.uk. /// EMBL-European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Cambridge CB10 1SD, UK; Wellcome Trust Sanger Institute, Single-Cell Genomics Centre, Cambridge CB10 1SA, UK; Cancer Research UK Cambridge Institute, University of Cambridge, Cambridge CB2 ORE, UK. Electronic address: marioni@ebi.ac.uk. /// Epigenetics Programme, Babraham Institute, Cambridge CB22 3AT, UK; Wellcome Trust Sanger Institute, Single-Cell Genomics Centre, Cambridge CB10 1SA, UK; Centre for Trophoblast Research, University of Cambridge, Cambridge CB2 3EG, UK. Electronic address: wolf.reik@babraham.ac.uk.
28768205	10.1016/j.celrep.2017.07.025	2017	2017	2017	2018		2017	True	Department of Biology, Institute of Molecular Systems Biology, ETH Zurich, Zurich, Switzerland. /// European Molecular Biology Laboratory-European Bioinformatics Institute (EMBL-EBI), Hinxton, UK. /// Department of Biology, Institute of Molecular Systems Biology, ETH Zurich, Zurich, Switzerland. Electronic address: aebersold@imsb.biol.ethz.ch. /// The Medical Research Council Cancer Unit, University of Cambridge, Cambridge CB2 0XZ, UK. Electronic address: arv22@mrc-cu.cam.ac.uk. /// The Medical Research Council Cancer Unit, University of Cambridge, Cambridge CB2 0XZ, UK; RNA Biology and Cancer Laboratory, Peter MacCallum Cancer Centre, Melbourne, VIC 3000, Australia. Electronic address: vi.wickramasinghe@petermac.org.
28854368	10.1016/j.celrep.2017.08.010	2017	2017	2017	2018		2017	True	Wellcome Trust Sanger Institute, Wellcome Genome Campus, Cambridge CB10 1SA, UK. Electronic address: tr6@sanger.ac.uk. /// Wellcome Trust Sanger Institute, Wellcome Genome Campus, Cambridge CB10 1SA, UK. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Cambridge CB10 1SD, UK. /// Division of Molecular Carcinogenesis, Computational Cancer Biology, the Netherlands Cancer Institute, Amsterdam 1066, the Netherlands. /// Division of Molecular Carcinogenesis, Computational Cancer Biology, the Netherlands Cancer Institute, Amsterdam 1066, the Netherlands; Faculty of EEMCS, Delft University of Technology, Delft 2628, the Netherlands. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Cambridge CB10 1SD, UK; Faculty of Medicine, Joint Research Center for Computational Biomedicine, RWTH Aachen University, Aachen 52057, Germany. /// Wellcome Trust Sanger Institute, Wellcome Genome Campus, Cambridge CB10 1SA, UK; Functional Proteomics Group, Chester Beatty Laboratories, The Institute of Cancer Research, London SW3 6JB, UK. Electronic address: jc4@sanger.ac.uk.
29045833	10.1016/j.celrep.2017.09.042	2017	2017	2017	2017		2017	True	Institute of Healthy Ageing, Department of Genetics, Evolution and Environment, University College London, Gower St, London WC1E 6BT, UK; Max Planck Institute for Biology of Ageing, Joseph-Stelzmann-Strasse 9b, 50931 Cologne, Germany. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SD, UK. /// Institute of Healthy Ageing, Department of Genetics, Evolution and Environment, University College London, Gower St, London WC1E 6BT, UK. /// Institute of Healthy Ageing, Department of Genetics, Evolution and Environment, University College London, Gower St, London WC1E 6BT, UK; Max Planck Institute for Biology of Ageing, Joseph-Stelzmann-Strasse 9b, 50931 Cologne, Germany. Electronic address: l.partridge@ucl.ac.uk.
29141230	10.1016/j.celrep.2017.10.071	2017	2017	2017	2018		2017	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Hinxton, Cambridgeshire CB10 1SD, UK; Malaria Programme, Wellcome Trust Sanger Institute, Hinxton, Cambridgeshire CB10 1SA, UK. /// Malaria Programme, Wellcome Trust Sanger Institute, Hinxton, Cambridgeshire CB10 1SA, UK; Department of Microbiology & Molecular Medicine, CMU, University of Geneva, 1211 Geneva 4, Geneva, Switzerland. /// Proteomics Mass Spectrometry, Wellcome Trust Sanger Institute, Hinxton, Cambridgeshire CB10 1SA, UK; The Institute of Cancer Research, Chester Betty Laboratory, London, Greater London SW7 3RP, UK. /// Proteomics Mass Spectrometry, Wellcome Trust Sanger Institute, Hinxton, Cambridgeshire CB10 1SA, UK; The Institute of Cancer Research, Chester Betty Laboratory, London, Greater London SW7 3RP, UK. Electronic address: jyoti.choudhary@icr.ac.uk. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Hinxton, Cambridgeshire CB10 1SD, UK. Electronic address: pbeltrao@ebi.ac.uk. /// Malaria Programme, Wellcome Trust Sanger Institute, Hinxton, Cambridgeshire CB10 1SA, UK. Electronic address: ob4@sanger.ac.uk.
28189581	10.1016/j.cels.2016.12.013	2017	2017	2018	2019	2017	2017	True	European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SD, UK.
29032074	10.1016/j.cels.2017.08.013	2017	2017	2017	2019	2017	2017	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Cambridge CB10 1SD, UK. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Cambridge CB10 1SD, UK; RWTH Aachen University, Faculty of Medicine, Joint Research Centre for Computational Biomedicine, 52057 Aachen, Germany. Electronic address: saezrodriguez@gmail.com. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Cambridge CB10 1SD, UK. Electronic address: pedrobeltrao@ebi.ac.uk.
28988802	10.1016/j.cels.2017.09.004	2017	2017	2018	2019	2017	2017	True	Cancer Program, The Broad Institute, Boston, MA, USA. /// Genetic Perturbation Platform, The Broad Institute, Boston, MA, USA; Janssen R&D US, Spring House, PA, USA. /// Cancer Program, The Broad Institute, Boston, MA, USA; Dana-Farber Cancer Institute, Boston, MA, USA. /// Cancer Program, The Broad Institute, Boston, MA, USA; Brandeis University, Waltham, MA, USA. /// Department of Computational Biology, University of Lausanne, Lausanne, Switzerland; Swiss Institute of Bioinformatics, Lausanne, Switzerland. /// Helsinki Institute for Information Technology HIIT, Department of Computer Science, Aalto University, Espoo, Finland; School of Computer Science, The University of Birmingham, Birmingham, UK. /// Bioinformatics Center, Institute for Chemical Research, Kyoto University, Kyoto, Japan. /// Genetic Perturbation Platform, The Broad Institute, Boston, MA, USA. /// Cancer Program, The Broad Institute, Boston, MA, USA; Dana-Farber Cancer Institute, Boston, MA, USA. Electronic address: william_hahn@dfci.harvard.edu.
29226804	10.1016/j.cels.2017.11.002	2017	2017	2018	2019	2017	2017	True	Department of Biology, Institute of Molecular Systems Biology, ETH Zurich, Auguste-Piccard-Hof 1, 8093 Zurich, Switzerland. Electronic address: blattmann@imsb.biol.ethz.ch. /// Department of Biology, Institute of Molecular Systems Biology, ETH Zurich, Auguste-Piccard-Hof 1, 8093 Zurich, Switzerland. /// RWTH-Aachen University, Faculty of Medicine, Joint Research Centre for Computational Biomedicine (JRC-COMBINE), MTZ Pauwelstrasse 19, D-52074 Aachen, Germany; European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SD, UK.
29276046	10.1016/j.chembiol.2017.11.009	2017	2017	2018	2018	2017	2017	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Hinxton CB10 1SD, UK. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Hinxton CB10 1SD, UK; Medicines Discovery Catapult, Mereside, Alderley Park, Alderley Edge, Cheshire SK10 4TG, UK.
28458042	10.1016/j.drudis.2017.04.013	2017	2017		2018	2017	2017	True	RWTH Aachen University, Faculty of Medicine, Aachen, Germany; European Molecular Biology Laboratory, European Bioinformatics Institute, Hinxton, UK.
28919242	10.1016/j.drudis.2017.09.007	2017	2017		2018	2017	2017	True	GSK, Medicines Research Center, Gunnels Wood Road, Stevenage SG1 2NY, UK; Open Targets, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK. /// GSK, Medicines Research Center, Gunnels Wood Road, Stevenage SG1 2NY, UK. /// Open Targets, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK; European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK. /// GSK, Medicines Research Center, Gunnels Wood Road, Stevenage SG1 2NY, UK; Open Targets, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK. Electronic address: philippe.x.sanseau@gsk.com.
28865260	10.1016/j.ejca.2017.07.028	2017	2017		2018	2017	2017	True	Wellcome Trust Sanger Institute, Cambridge, UK.
28943385	10.1016/j.fct.2017.09.037	2017	2017		2018	2017	2017	True	School of Pharmacy and Biomolecular Sciences, Liverpool John Moores University, Byrom Street, Liverpool, UK. /// School of Physics, University College Dublin, Belfield, Dublin 4, Ireland. /// European Bioinformatics Institute, Hinxton, Cambridgeshire, UK.
28675884	10.1016/j.gde.2017.06.003	2017	2017		2018	2017	2017	True	Wellcome Trust Sanger Institute, Wellcome Genome Campus, Cambridge, UK; European Bioinformatics Institute, Wellcome Genome Campus, Cambridge, UK. Electronic address: knn@sanger.ac.uk. /// Wellcome Trust Sanger Institute, Wellcome Genome Campus, Cambridge, UK; European Bioinformatics Institute, Wellcome Genome Campus, Cambridge, UK; Department of Physics, The Cavendish Laboratory, University of Cambridge, UK. /// Wellcome Trust Sanger Institute, Wellcome Genome Campus, Cambridge, UK; European Bioinformatics Institute, Wellcome Genome Campus, Cambridge, UK.
