PMID	EMBL	Member states	Worldwide	Partnership
31608057	True	True	True	False
31559909	True	True	True	False
31562488	True	True	False	False
31583082	True	True	False	False
31616420	True	True	False	False
31537017	True	False	False	False
31537640	True	True	True	False
31551480	True	True	False	True
31551401	True	False	True	False
31554804	True	True	False	False
31554625	True	True	True	False
31553718	True	False	True	False
31558725	True	True	False	True
31558682	True	True	True	False
31564498	True	True	False	True
31546776	True	True	False	False
31541188	True	True	False	False
31541106	True	True	False	False
31548330	True	True	False	False
31548707	True	True	False	False
31531471	True	True	False	False
31535454	True	True	False	False
31324630	True	True	False	False
31527838	True	True	False	False
31515287	True	True	False	False
31515273	True	True	False	False
31359622	True	True	True	False
31523127	True	True	True	False
31500101	True	True	True	False
31519528	True	True	True	False
31490922	True	True	False	False
31510048	True	True	True	True
31493559	True	True	False	False
31493515	True	False	False	False
31933716	True	False	True	False
31468292	True	True	False	False
31484689	True	False	False	False
31475439	True	True	True	True
31477173	True	True	True	False
31481418	True	False	False	False
31508204	True	True	True	False
31491388	True	True	True	False
31406358	True	False	False	False
31114882	True	True	False	False
31114032	True	True	False	False
31077330	True	True	True	False
31160790	True	True	False	False
30759194	True	False	False	False
30084866	True	False	True	False
31299079	True	True	True	True
31469169	True	False	False	False
31418504	True	True	False	True
31462646	True	True	True	False
31462497	True	False	True	False
31314157	True	True	False	False
31576227	True	True	False	False
31508380	True	True	True	False
31451789	True	True	True	False
31444325	True	True	True	False
31455890	True	True	True	False
31585827	True	True	True	False
31444106	True	True	False	False
31374138	True	False	True	False
31430885	True	False	False	True
31428936	True	True	True	True
31522122	True	True	True	False
31427208	True	False	False	False
31475029	True	False	True	False
31592143	True	True	False	False
31409373	True	True	True	False
31405382	True	True	True	False
31415767	True	True	False	False
31399513	True	True	True	False
31399574	True	True	False	False
31402417	True	True	False	True
31485223	True	True	True	False
31388075	True	True	False	False
31409758	True	True	False	False
31405530	True	False	True	True
31385806	True	True	False	False
31402318	True	False	True	False
31395667	True	True	False	True
31413325	True	True	True	False
31021472	True	True	True	False
31390575	True	True	False	False
31415744	True	True	False	True
31574614	True	False	True	True
31383865	True	False	True	False
31363752	True	True	False	False
31377195	True	False	False	False
31127285	True	True	False	False
30279470	True	True	True	False
31251056	True	True	False	False
31350339	True	False	False	False
30590394	True	False	True	False
31346174	True	True	False	False
31373574	True	False	False	False
31363205	True	True	False	False
31363031	True	True	False	False
31341188	True	True	False	False
31340985	True	True	False	False
31341302	True	True	False	False
31330532	True	True	False	False
31382119	True	True	False	False
31324722	True	True	False	False
31320644	True	True	False	False
31337712	True	True	False	False
31376619	True	True	False	False
31303480	True	True	False	False
31302264	True	True	True	False
31303549	True	True	False	False
31413850	True	True	False	False
31308532	True	True	False	False
31308546	True	False	False	False
31325719	True	False	False	True
31316088	True	True	False	False
31315652	True	False	False	True
31292113	True	True	True	False
31289126	True	True	False	False
31284834	True	True	True	False
31294690	True	False	False	False
31312514	True	True	False	False
31576216	True	True	False	False
31309145	True	True	True	False
31286998	True	True	False	False
31324691	True	True	False	False
31324690	True	True	False	False
31365866	True	True	False	False
31277602	True	True	False	False
31278258	True	True	False	False
31266503	True	True	True	False
31288030	True	True	False	False
31220273	True	False	True	False
31262830	True	False	True	False
31114856	True	False	True	False
30475984	True	True	False	False
30500878	True	False	True	False
30520945	True	False	False	False
31081279	True	True	False	False
31066444	True	True	False	False
31075175	True	True	False	False
30976793	True	False	False	False
30931475	True	True	False	False
30998288	True	True	False	True
31251587	True	True	False	False
31253650	True	False	False	False
31160811	True	True	False	False
31246949	True	True	False	False
31243363	True	True	False	True
31243369	True	True	True	False
31243271	True	True	False	False
31239291	True	True	False	False
31260947	True	True	True	False
31235572	True	True	False	False
31229689	True	True	False	False
31293529	True	True	True	False
31233486	True	False	False	False
31219795	True	True	True	False
31367241	True	True	False	False
31307129	True	True	False	False
31274445	True	True	True	False
31544844	True	True	True	False
31223654	True	True	True	True
31204999	True	True	False	False
31205001	True	False	True	False
31203204	True	True	False	False
31208443	True	True	False	False
31209238	True	True	True	False
31207383	True	True	False	True
31189957	True	False	True	False
31179617	True	True	True	False
31169494	True	False	True	False
31226277	True	False	False	False
31226278	True	False	True	True
31178222	True	True	False	False
31176018	True	True	True	False
31189097	True	True	False	False
31216478	True	True	False	False
31171447	True	True	True	False
31160341	True	True	False	False
31159881	True	True	False	False
31160350	True	False	True	False
31160782	True	False	False	False
31135968	True	True	False	False
31138913	True	True	True	False
31095506	True	True	False	False
31097821	True	True	True	False
30104410	True	False	True	False
31028178	True	True	False	False
31030650	True	True	False	False
31036940	True	True	False	False
30976107	True	True	True	False
30916337	True	True	True	False
30886333	True	False	True	False
30388198	True	True	True	False
31138794	True	True	False	True
31111462	True	True	True	False
31093969	True	False	True	False
31093962	True	False	False	False
31205015	True	True	False	False
31133691	True	True	True	True
31140761	True	True	False	False
31151054	True	True	True	True
31133702	True	True	True	False
31038818	True	True	True	False
31158512	True	True	True	False
31151381	True	True	True	False
31147535	True	True	False	False
31147538	True	True	False	False
31152688	True	False	True	False
31178848	True	True	False	False
31128961	True	True	False	False
31118083	True	True	True	False
31120079	True	False	False	True
31081335	True	True	True	False
31191256	True	True	False	True
31150735	True	True	False	True
31115863	True	True	True	True
31097696	True	True	True	False
31095607	True	True	True	False
31105010	True	True	True	True
31101498	True	True	False	False
31122870	True	False	True	True
31089132	True	True	True	False
31089211	True	False	True	False
31086343	True	False	True	False
31084637	True	False	False	False
31102790	True	False	True	False
31020723	True	False	True	False
31076247	True	True	True	True
31068678	True	True	False	False
31068594	True	True	False	True
30945750	True	True	False	False
31006338	True	True	False	False
31380168	True	True	True	False
31259045	True	False	False	False
31080084	True	True	False	False
31062469	True	False	True	False
31064983	True	False	True	False
31064398	True	True	True	False
31076555	True	True	False	False
31076485	True	True	False	False
31076557	True	True	True	False
31074702	True	False	True	False
31076446	True	True	True	False
31051111	True	False	False	False
31048689	True	True	True	False
31048830	True	True	True	False
31061525	True	True	True	False
31067442	True	False	False	False
31051137	True	False	False	False
29077858	True	False	False	False
31039604	True	False	False	False
30805612	True	True	False	False
30892606	True	True	False	False
31031001	True	True	True	False
31031010	True	True	False	False
30964290	True	True	False	False
31035624	True	True	False	False
31028144	True	True	False	False
31036959	True	True	False	False
31036831	True	True	True	False
31036670	True	False	True	False
31013298	True	True	False	False
31015568	True	False	False	False
31004050	True	True	False	False
30965006	True	True	True	False
30999038	True	True	True	False
30992471	True	True	False	False
30992455	True	True	True	False
30877193	True	True	False	False
31000522	True	True	True	False
30964620	True	False	False	False
30971701	True	True	False	False
30971690	True	True	True	False
30982601	True	True	True	False
30967564	True	True	False	False
30988261	True	True	True	False
31149037	True	True	True	True
30737350	True	False	True	False
30958812	True	True	True	False
30962624	True	True	True	False
30947724	True	False	True	True
30942170	True	False	True	False
30943044	True	False	False	False
30840782	True	False	True	False
30988298	True	True	True	False
31074435	True	True	True	False
30944476	True	True	False	False
30886376	True	True	False	False
30894680	True	True	True	False
30790233	True	True	False	False
30818397	True	False	True	False
30936069	True	True	True	False
30936530	True	False	False	False
30936547	True	True	True	False
30936548	True	True	True	False
31003228	True	False	False	False
30925180	True	True	True	False
30926605	True	True	False	True
30926780	True	True	True	False
30926794	True	True	False	False
30918005	True	True	True	False
30917130	True	True	True	False
30918123	True	True	True	True
30929924	True	False	True	False
30981959	True	False	True	True
30930166	True	True	True	False
30913026	True	False	False	False
30958484	True	False	True	False
30984749	True	True	False	True
30859831	True	True	False	False
30928571	True	False	True	False
30667172	True	True	False	False
30904379	True	False	False	False
30903157	True	True	True	False
30894413	True	True	False	False
31049777	True	True	False	False
30855969	True	True	True	False
30958477	True	False	True	False
30692269	True	False	True	False
30886345	True	True	False	False
30886340	True	True	True	False
30910349	True	True	False	False
30890697	True	True	False	False
30890157	True	True	True	False
30872158	True	True	True	False
30875761	True	True	False	True
30872318	True	True	False	False
30872316	True	True	True	False
30858367	True	True	False	False
30880002	True	True	True	False
30850636	True	True	True	False
30567981	True	False	True	False
30840627	True	False	False	False
30871132	True	False	False	True
30854487	True	True	True	False
30853216	True	True	False	False
30745336	True	True	False	False
30921532	True	False	False	False
30833551	True	True	True	False
30833550	True	True	True	False
30842216	True	True	False	True
30982672	True	True	False	False
30787451	True	True	True	False
30833764	True	True	True	False
30923194	True	True	False	False
30849372	True	True	True	False
30826503	True	False	False	False
29897410	True	True	True	False
30703278	True	True	False	False
30827917	True	True	True	False
30854475	True	True	True	False
29028883	True	True	True	False
30816230	True	False	True	True
30891356	True	False	False	False
30813438	True	True	False	False
30462164	True	True	True	False
30855248	True	True	False	False
30814633	True	True	False	False
30788598	True	True	False	False
30796087	True	True	False	False
30796038	True	True	False	False
30813511	True	True	False	False
30804345	True	True	False	False
30782214	True	False	True	False
30937381	True	True	False	False
30781512	True	True	False	False
30792490	True	True	True	False
30792207	True	True	False	False
30760074	True	True	False	True
30688441	True	True	True	False
30773316	True	True	False	False
30792174	True	True	True	False
30784400	True	False	True	True
30821707	True	True	False	False
30744673	True	True	False	False
30745586	True	True	True	False
30745330	True	False	False	True
30765711	True	True	False	True
30747106	True	True	False	False
30756254	True	True	False	False
30674089	True	True	True	False
30737144	True	True	False	False
31200172	True	False	False	False
30702850	True	True	False	True
30722791	True	True	False	False
30780131	True	False	False	False
30784590	True	True	True	False
30745140	True	True	False	False
30733546	True	True	True	False
30726875	True	True	False	False
30735498	True	True	True	False
30659290	True	True	True	False
30718869	True	True	True	False
30718349	True	True	True	False
30753835	True	False	True	False
30726752	True	False	False	False
30535405	True	True	True	False
30709874	True	True	True	False
30797326	True	False	True	False
30704404	True	True	True	False
30171304	True	False	True	False
30644743	True	True	False	False
30700908	True	True	False	False
30711698	True	True	True	False
30682149	True	True	False	False
30605929	True	True	False	False
30692680	True	True	False	False
30032202	True	False	True	False
30020414	True	True	False	False
30569539	True	True	False	False
30630895	True	False	False	False
30679709	True	True	False	False
30854422	True	True	True	False
30722999	True	True	False	False
30664745	True	True	True	False
30471192	True	True	False	False
30659261	True	True	False	False
30639226	True	False	False	False
30639098	True	True	False	False
30631996	True	False	False	False
30658995	True	True	True	False
30397019	True	False	True	False
30625143	True	True	False	False
30626608	True	True	True	True
30616481	True	True	True	True
30617251	True	True	False	False
31868882	True	True	True	False
31939155	True	False	False	False
31802127	True	False	True	False
30996985	True	True	False	False
30647915	True	True	True	False
30602777	True	True	True	False
30830465	True	True	True	False
31432492	True	True	False	False
31172477	True	False	True	False
31278684	True	True	True	False
31278674	True	True	False	False
31278660	True	False	True	False
31134502	True	True	False	False
31359398	True	True	False	False
30631651	True	False	True	False
31267455	True	True	False	False
31028638	True	False	False	False
30911891	True	True	False	False
30758827	True	True	False	False
30737693	True	False	True	True
30673601	True	True	True	False
30673604	True	True	False	False
30542989	True	False	True	False
30609404	True	True	True	False
30610706	True	False	False	True
30610687	True	False	False	False
30535239	True	True	True	False
30655475	True	True	True	False
30652115	True	False	False	False
30398663	True	True	False	False
30398656	True	True	True	False
30398643	True	True	False	False
30418610	True	True	True	False
30407521	True	False	False	False
30407529	True	False	False	False
30395270	True	False	False	False
30395289	True	True	False	False
30462303	True	True	False	False
30445541	True	False	False	False
30445657	True	False	False	False
30445434	True	True	True	False
30980331	True	False	False	False
30476243	True	True	True	False
30496401	True	True	True	False
30715275	True	True	True	False
30713700	True	False	False	False
30715277	True	False	True	False
30371819	True	True	False	False
30357387	True	True	False	False
30364992	True	False	True	False
30357350	True	True	True	False
30357405	True	True	True	False
30357393	True	True	True	False
30298402	True	True	False	False
30304474	True	False	False	False
30272209	True	True	False	False
29931189	True	True	False	False
29931085	True	True	True	False
